TOKEN,LABEL,HEAD,HEAD_WORD,DEP_REL,POS,SUB_TOKENS,AUX_TASK
Farms,O,38,one,nmod,_,,O
.,O,1,took,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
The,O,1,menu,det,_,,O
menu,B-ASP,4,limited,nsubj,_,,AT-Head
is,O,4,limited,cop,_,,O
very,O,4,limited,advmod,_,,O
limited,B-OP,4,limited,ROOT,_,,"1###[""OT"", ""nsubj"", ""ASP""]"
-,O,4,limited,punct,_,,O
i,O,7,think,nsubj,_,,O
think,O,4,limited,parataxis,_,,O
we,O,9,counted,nsubj,_,,O
counted,O,7,think,ccomp,_,,O
4,O,13,entrees,nummod,_,,O
or,O,12,5,cc,_,,O
5,O,10,4,conj,_,,O
entrees,B-ASP,9,counted,obj,_,en ##tree ##s,AT-W\O-Path
.,O,4,limited,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
Great,B-OP,2,Shabu,amod,_,,OT-W\O-Path
Shabu,B-ASP,2,Shabu,compound,_,sha ##bu,O
Shabu,I-ASP,2,Shabu,ROOT,_,sha ##bu,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
From,O,3,emiliana,case,_,,O
the,O,3,emiliana,det,_,,O
erbazzone,B-ASP,3,emiliana,amod,_,er ##ba ##zzo ##ne,AT-W\O-Path
emiliana,I-ASP,19,handled,obl,_,emilia ##na,AT-W\O-Path
to,O,6,mostarda,case,_,,O
the,O,6,mostarda,det,_,,O
mostarda,B-ASP,3,emiliana,nmod,_,most ##ard ##a,AT-W\O-Path
on,I-ASP,10,plate,case,_,,AT-W\O-Path
the,I-ASP,10,plate,det,_,,AT-W\O-Path
cheese,I-ASP,10,plate,compound,_,,AT-W\O-Path
plate,I-ASP,6,mostarda,nmod,_,,AT-W\O-Path
",",O,19,handled,punct,_,,O
the,O,13,dishes,det,_,,O
dishes,B-ASP,19,handled,nsubj:pass,_,,AT-W\O-Path
at,O,16,restaurant,case,_,,O
this,O,16,restaurant,det,_,,O
restaurant,O,13,dishes,nmod,_,,O
are,O,19,handled,aux:pass,_,,O
all,O,19,handled,advmod,_,,O
handled,O,19,handled,ROOT,_,,O
with,O,22,care,case,_,,O
delicate,B-OP,22,care,amod,_,,OT-W\O-Path
care,O,19,handled,obl,_,,O
.,O,19,handled,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
If,O,4,familiar,mark,_,,O
you,O,4,familiar,nsubj,_,,O
're,O,4,familiar,cop,_,' re,O
not,O,4,familiar,advmod,_,,O
familiar,O,11,encounter,advcl,_,,O
with,O,7,cuisine,case,_,,O
the,O,7,cuisine,det,_,,O
cuisine,B-ASP,4,familiar,obl,_,,AT-W\O-Path
",",O,11,encounter,punct,_,,O
you,O,11,encounter,nsubj,_,,O
may,O,11,encounter,aux,_,,O
encounter,O,11,encounter,ROOT,_,,O
problems,O,11,encounter,obj,_,,O
ordering,O,12,problems,acl,_,,O
here,O,13,ordering,advmod,_,,O
and,O,17,sure,cc,_,,O
be,O,17,sure,cop,_,,O
sure,O,11,encounter,conj,_,,O
to,O,19,bring,mark,_,,O
bring,O,17,sure,xcomp,_,,O
plenty,O,19,bring,obj,_,,O
of,O,22,cash,case,_,,O
cash,O,20,plenty,nmod,_,,O
with,O,24,you,case,_,,O
you,O,19,bring,obl,_,,O
as,O,29,accept,mark,_,,O
they,O,29,accept,nsubj,_,,O
do,O,29,accept,aux,_,,O
n't,O,29,accept,advmod,_,n ' t,O
accept,O,19,bring,advcl,_,,O
credit,O,31,cards,compound,_,,O
cards,O,29,accept,obj,_,,O
.,O,11,encounter,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
At,O,1,6:30,case,_,,O
6:30,O,7,party,obl,_,6 : 30,O
",",O,7,party,punct,_,,O
we,O,7,party,nsubj,_,,O
were,O,7,party,cop,_,,O
the,O,7,party,det,_,,O
third,O,7,party,amod,_,,O
party,O,7,party,ROOT,_,,O
there,O,7,party,advmod,_,,O
.,O,7,party,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
The,O,1,food,det,_,,O
food,B-ASP,3,great,nsubj,_,,AT-Head
is,O,3,great,cop,_,,O
great,B-OP,3,great,ROOT,_,,"1###[""OT"", ""nsubj"", ""ASP""]"
and,O,6,have,cc,_,,O
they,O,6,have,nsubj,_,,O
have,O,3,great,conj,_,,O
a,O,9,selecion,det,_,,O
good,B-OP,9,selecion,amod,_,,"9###[""OT"", ""amod^-1"", ""ASP""]"
selecion,B-ASP,6,have,obj,_,se ##le ##cion,AT-Head
of,I-ASP,11,wines,case,_,,AT-Secondary
wines,I-ASP,9,selecion,nmod,_,,AT-Secondary
at,O,14,prices,case,_,,O
reasonable,B-OP,14,prices,amod,_,,"14###[""OT"", ""amod^-1"", ""ASP""]"
prices,B-ASP,6,have,nmod,_,,AT-Head
.,O,3,great,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
I,O,3,there,nsubj,_,,O
've,O,3,there,aux,_,' ve,O
been,O,3,there,cop,_,,O
there,O,3,there,ROOT,_,,O
a,O,6,times,det,_,,O
few,O,6,times,amod,_,,O
times,O,3,there,obl:tmod,_,,O
",",O,11,end,punct,_,,O
and,O,11,end,cc,_,,O
I,O,11,end,nsubj,_,,O
usually,O,11,end,advmod,_,,O
end,O,3,there,conj,_,,O
up,O,11,end,compound:prt,_,,O
sitting,O,11,end,advcl,_,,O
next,O,13,sitting,advmod,_,,O
to,O,19,people,case,_,,O
some,O,19,people,det,_,,O
pretty,O,18,odd,advmod,_,,O
odd,O,19,people,amod,_,,O
people,O,13,sitting,obl,_,,O
.,O,3,there,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
We,O,1,ate,nsubj,_,,O
ate,O,1,ate,ROOT,_,,O
out,O,1,ate,compound:prt,_,,O
in,O,6,patio,case,_,,O
the,O,6,patio,det,_,,O
back,B-ASP,6,patio,compound,_,,AT-Secondary
patio,I-ASP,1,ate,obl,_,,AT-Head
",",O,6,patio,punct,_,,O
which,O,10,worth,nsubj,_,,O
is,O,10,worth,cop,_,,O
worth,B-OP,6,patio,acl:relcl,_,,"6###[""OT"", ""acl:relcl^-1"", ""ASP""]"
it,O,10,worth,obj,_,,O
as,O,15,cool,mark,_,,O
it,O,15,cool,nsubj,_,,O
's,O,15,cool,cop,_,' s,O
cool,B-OP,10,worth,advcl,_,,"6###[""OT"", ""advcl^-1"", ""*"", ""acl:relcl^-1"", ""ASP""]"
and,O,20,hear,cc,_,,O
the,O,18,music,det,_,,O
music,B-ASP,20,hear,nsubj,_,,AT-W\O-Path
is,O,20,hear,aux,_,,O
hear,O,15,cool,conj,_,,O
well,B-OP,22,there,advmod,_,,OT-W\O-Path
there,O,20,hear,advmod,_,,O
.,O,1,ate,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
BE,O,1,CAREFUL,cop,_,,O
CAREFUL,O,1,CAREFUL,ROOT,_,,O
before,O,4,request,mark,_,,O
you,O,4,request,nsubj,_,,O
request,O,1,CAREFUL,advcl,_,,O
extra,O,6,spice,amod,_,,O
spice,B-ASP,4,request,obj,_,,AT-W\O-Path
.,O,1,CAREFUL,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
I,O,2,have,nsubj,_,,O
just,O,2,have,advmod,_,,O
have,O,2,have,ROOT,_,,O
nothing,O,2,have,obj,_,,O
to,O,5,say,mark,_,,O
say,O,3,nothing,acl,_,,O
about,O,8,place,case,_,,O
this,O,8,place,det,_,,O
place,O,5,say,obl,_,,O
that,O,11,negative,nsubj,_,,O
is,O,11,negative,cop,_,,O
negative,O,8,place,acl:relcl,_,,O
except,O,19,night,mark,_,,O
that,O,19,night,mark,_,,O
it,O,19,night,nsubj,_,,O
's,O,19,night,cop,_,' s,O
not,O,19,night,advmod,_,,O
a,O,19,night,det,_,,O
cheap,B-OP,19,night,amod,_,,OT-W\O-Path
night,O,11,negative,advcl,_,,O
out,O,19,night,advmod,_,,O
...,O,2,have,punct,_,. . .,O
but,O,26,worth,cc,_,,O
it,O,26,worth,nsubj,_,,O
's,O,26,worth,cop,_,' s,O
SO,O,26,worth,advmod,_,,O
worth,B-OP,2,have,conj,_,,OT-W\O-Path
it,O,26,worth,obj,_,,O
.,O,2,have,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
Their,O,1,eggplant,nmod:poss,_,,O
eggplant,B-ASP,4,delicate,nsubj,_,egg ##pl ##ant,AT-Head
is,O,4,delicate,cop,_,,O
so,O,4,delicate,advmod,_,,O
delicate,B-OP,7,tender,amod,_,,"1###[""OT"", ""nsubj"", ""ASP""]"
",",O,4,delicate,punct,_,,O
sweet,B-OP,7,tender,amod,_,,OT-W\O-Path
tender,O,7,tender,ROOT,_,,O
!,O,7,tender,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
go,O,0,go,ROOT,_,,O
here,O,0,go,advmod,_,,O
for,O,4,drinks,case,_,,O
the,O,4,drinks,det,_,,O
drinks,B-ASP,0,go,obl,_,,AT-W\O-Path
!,O,0,go,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
What,O,3,place,det,_,,O
a,O,3,place,det,_,,O
great,B-OP,3,place,amod,_,,OT-W\O-Path
place,O,3,place,ROOT,_,,O
!,O,3,place,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
The,O,1,food,det,_,,O
food,B-ASP,5,what,nsubj,_,,AT-Head
however,O,1,food,advmod,_,,O
",",O,1,food,punct,_,,O
is,O,5,what,cop,_,,O
what,O,5,what,ROOT,_,,O
one,O,8,expect,nsubj,_,,O
might,O,8,expect,aux,_,,O
expect,B-OP,5,what,acl:relcl,_,,"1###[""OT"", ""acl:relcl^-1"", ""*"", ""nsubj"", ""ASP""]"
.,O,5,what,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
I,O,1,love,nsubj,_,,O
love,B-OP,1,love,ROOT,_,,OT-W\O-Path
this,O,3,place,det,_,,O
place,B-ASP,1,love,obj,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
We,O,2,gave,nsubj,_,,O
actually,O,2,gave,advmod,_,,O
gave,O,2,gave,ROOT,_,,O
10,O,4,%,nummod,_,,O
%,O,5,tip,compound,_,,O
tip,O,2,gave,obj,_,,O
(,O,5,tip,punct,_,,O
which,O,11,done,obj,_,,O
we,O,11,done,nsubj,_,,O
have,O,11,done,aux,_,,O
never,O,11,done,advmod,_,,O
done,O,5,tip,acl:relcl,_,,O
despite,O,14,food,case,_,,O
mediocre,B-OP,14,food,amod,_,med ##io ##cre,"14###[""OT"", ""amod^-1"", ""ASP""]"
food,B-ASP,11,done,obl,_,,AT-Head
and,O,16,service,cc,_,,O
service,B-ASP,14,food,conj,_,,AT-W\O-Path
),O,2,gave,punct,_,,O
",",O,2,gave,punct,_,,O
because,O,21,felt,mark,_,,O
we,O,21,felt,nsubj,_,,O
felt,O,2,gave,advcl,_,,O
totally,O,23,ripped,advmod,_,,O
ripped,B-OP,21,felt,xcomp,_,,OT-W\O-Path
off,I-OP,23,ripped,compound:prt,_,,OT-W\O-Path
.,O,2,gave,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
The,O,1,rice,det,_,,O
rice,B-ASP,4,quality,nsubj,_,,AT-W\O-Path
was,O,4,quality,cop,_,,O
poor,B-OP,4,quality,amod,_,,"4###[""OT"", ""amod^-1"", ""ASP""]"
quality,B-ASP,4,quality,ROOT,_,,AT-Head
and,O,7,cooked,cc,_,,O
was,O,7,cooked,aux:pass,_,,O
cooked,B-ASP,4,quality,conj,_,,AT-Head
so,O,12,hard,advmod,_,,O
badly,B-OP,12,hard,advmod,_,,"7###[""OT"", ""advmod^-1"", ""*"", ""conj^-1"", ""ASP""]"
it,O,12,hard,nsubj,_,,O
was,O,12,hard,cop,_,,O
hard,B-OP,7,cooked,conj,_,,"7###[""OT"", ""conj^-1"", ""ASP""]"
.,O,4,quality,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
I,O,3,here,nsubj,_,,O
've,O,3,here,aux,_,' ve,O
been,O,3,here,cop,_,,O
here,O,3,here,ROOT,_,,O
twice,O,3,here,advmod,_,,O
now,O,3,here,advmod,_,,O
.,O,3,here,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
we,O,1,spent,nsubj,_,,O
spent,O,1,spent,ROOT,_,,O
50,O,3,$,nummod,_,,O
$,O,1,spent,obj,_,,O
$,O,1,spent,obj,_,,O
definetly,O,7,come,advmod,_,define ##tly,O
will,O,7,come,aux,_,,O
come,O,1,spent,parataxis,_,,O
back,O,7,come,advmod,_,,O
with,O,11,friends,case,_,,O
my,O,11,friends,nmod:poss,_,,O
friends,O,7,come,obl,_,,O
!!!,O,1,spent,punct,_,! ! !,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
instead,O,1,ordered,advmod,_,,O
ordered,O,1,ordered,ROOT,_,,O
an,O,5,beer,det,_,,O
ice,O,4,cold,compound,_,,O
cold,O,5,beer,amod,_,,O
beer,B-ASP,1,ordered,obj,_,,AT-W\O-Path
which,O,9,works,nsubj,_,,O
to,O,8,me,case,_,,O
me,O,6,which,nmod,_,,O
works,O,5,beer,acl:relcl,_,,O
with,O,11,indian,case,_,,O
indian,O,9,works,obl,_,,O
.,O,1,ordered,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
We,O,3,impressed,nsubj,_,,O
were,O,3,impressed,cop,_,,O
very,O,3,impressed,advmod,_,,O
impressed,B-OP,3,impressed,ROOT,_,,"6###[""OT"", ""obl"", ""ASP""]"
with,O,6,food,case,_,,O
the,O,6,food,det,_,,O
food,B-ASP,3,impressed,obl,_,,AT-Head
and,O,8,value,cc,_,,O
value,B-ASP,6,food,conj,_,,AT-W\O-Path
.,O,3,impressed,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
I,O,3,coming,nsubj,_,,O
have,O,3,coming,aux,_,,O
been,O,3,coming,aux,_,,O
coming,O,3,coming,ROOT,_,,O
here,O,3,coming,advmod,_,,O
for,O,6,years,case,_,,O
years,O,3,coming,obl,_,,O
and,O,8,have,cc,_,,O
have,O,3,coming,conj,_,,O
nothing,O,8,have,obj,_,,O
but,O,12,things,case,_,,O
good,B-OP,12,things,amod,_,,OT-W\O-Path
things,O,9,nothing,nmod,_,,O
to,O,14,say,mark,_,,O
say,O,12,things,acl,_,,O
about,O,17,service,case,_,,O
the,O,17,service,det,_,,O
service,B-ASP,14,say,obl,_,,AT-W\O-Path
and,O,21,staff,cc,_,,O
the,O,21,staff,det,_,,O
great,B-OP,21,staff,amod,_,,"21###[""OT"", ""amod^-1"", ""ASP""]"
staff,B-ASP,17,service,conj,_,,AT-Head
at,O,24,Lanterna,case,_,,O
La,O,24,Lanterna,compound,_,,O
Lanterna,O,17,service,nmod,_,lantern ##a,O
.,O,3,coming,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
They,O,1,forgot,nsubj,_,,O
forgot,B-OP,1,forgot,ROOT,_,,"3###[""OT"", ""obj"", ""ASP""]"
a,O,3,sandwich,det,_,,O
sandwich,B-ASP,1,forgot,obj,_,,AT-Head
",",O,7,include,punct,_,,O
did,O,7,include,aux,_,,O
n't,O,7,include,advmod,_,n ' t,O
include,O,1,forgot,conj,_,,O
plastic,B-ASP,9,forks,amod,_,,AT-W\O-Path
forks,I-ASP,7,include,obj,_,,AT-W\O-Path
",",O,14,include,punct,_,,O
and,O,14,include,cc,_,,O
did,O,14,include,aux,_,,O
n't,O,14,include,advmod,_,n ' t,O
include,O,1,forgot,conj,_,,O
pita,B-ASP,14,include,obj,_,pit ##a,AT-W\O-Path
with,O,19,platter,case,_,,O
the,O,19,platter,det,_,,O
hummus,B-ASP,19,platter,amod,_,hum ##mus,AT-W\O-Path
platter,I-ASP,15,pita,nmod,_,platt ##er,AT-W\O-Path
.,O,1,forgot,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
I,O,1,had,nsubj,_,,O
had,O,1,had,ROOT,_,,O
Filet,B-ASP,1,had,obj,_,file ##t,AT-W\O-Path
Mignon,I-ASP,2,Filet,flat,_,mig ##non,AT-W\O-Path
with,I-ASP,6,mash,case,_,,AT-W\O-Path
garlic,I-ASP,6,mash,compound,_,,AT-W\O-Path
mash,I-ASP,1,had,obl,_,mas ##h,AT-W\O-Path
.,O,1,had,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
I,O,1,went,nsubj,_,,O
went,O,1,went,ROOT,_,,O
to,O,3,Areo,case,_,,O
Areo,O,1,went,obl,_,are ##o,O
on,O,7,afternoon,case,_,,O
a,O,7,afternoon,det,_,,O
Sunday,O,7,afternoon,compound,_,,O
afternoon,O,1,went,obl,_,,O
with,O,9,four,case,_,,O
four,O,1,went,obl,_,,O
of,O,12,girlfriends,case,_,,O
my,O,12,girlfriends,nmod:poss,_,,O
girlfriends,O,9,four,nmod,_,,O
",",O,15,spent,punct,_,,O
and,O,15,spent,cc,_,,O
spent,O,1,went,conj,_,,O
three,O,18,hours,nummod,_,,O
enjoyable,B-OP,18,hours,amod,_,,OT-W\O-Path
hours,O,15,spent,obj,_,,O
there,O,15,spent,advmod,_,,O
.,O,1,went,punct,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
SUM,O,0,SUM,ROOT,_,,O
IT,O,0,SUM,obj,_,,O
:,O,0,SUM,punct,_,,O
local,O,5,bankers,amod,_,,O
investment,O,5,bankers,compound,_,,O
bankers,O,0,SUM,obj,_,,O
like,O,7,it,case,_,,O
it,O,5,bankers,nmod,_,,O
",",O,0,SUM,punct,_,,O
try,O,0,SUM,parataxis,_,,O
for,O,11,yourself,case,_,,O
yourself,O,9,try,obl,_,,O
at,O,13,least,case,_,,O
least,O,14,once,obl,_,,O
once,O,9,try,advmod,_,,O
