TOKEN,LABEL,HEAD,HEAD_WORD,DEP_REL,POS,SUB_TOKENS,AUX_TASK
to,O,_,_,_,_,,O
tell,O,3,proceed,PAT-arg,VB,,O
her,O,5,tell,ADDR-arg,PRP,,O
that,O,_,_,_,_,,O
I,O,9,checked,ACT-arg,PRP,,O
checked,O,18~5,and~tell,CONJ.member~EFF-arg,VBD,,O
out,O,_,_,_,_,,O
other,O,13,stores,RSTR,JJ,,O
retail,O,13,stores,RSTR,JJ,,O
stores,O,9,checked,PAT-arg,NNS,,O
that,O,15,carry,ACT-arg,WDT,,O
carry,O,13,stores,RSTR,VBP,,O
the,O,_,_,_,_,,O
netbook,O,15,carry,PAT-arg,NN,net ##book,O
and,O,_,_,_,CC,,O
it,O,20,was,ACT-arg,PRP,,O
was,O,5~18,tell~and,EFF-arg~CONJ.member,VBD,,O
n't,O,20,was,RHEM,RB,n ' t,O
LIKE,O,23,THAT,RSTR,NNP,,O
THAT,O,20,was,PAT-arg,NN,,O
.,O,_,_,_,.,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
As,O,_,_,_,_,,O
far,O,_,_,_,_,,O
as,O,_,_,_,_,,O
user,O,4,type,APP,NN,,O
type,O,7,dabble,REG,NN,,O
-,O,_,_,_,_,,O
I,O,7,dabble,ACT-arg,PRP,,O
dabble,O,7,dabble,ROOT,VBP,da ##bble,O
in,O,_,_,_,_,,O
everything,O,18~7,but~dabble,ADVS.member~PAT-arg,NN,,O
from,O,_,_,_,_,,O
games,B-ASP,9~15,everything~to,RSTR~OPER.member,NNS,,AT-W\O-Path
(,O,_,_,_,_,,O
WoW,O,11,games,PAR,NNP,,O
),O,_,_,_,_,,O
to,O,_,_,_,TO,,O
Photoshop,B-ASP,15~9,to~everything,OPER.member~RSTR,NNP,photos ##hop,AT-W\O-Path
",",O,_,_,_,_,,O
but,O,_,_,_,CC,,O
nothing,O,7~18,dabble~but,PAT-arg~ADVS.member,NN,,O
professionally,O,19,nothing,MANN,RB,,O
.,O,_,_,_,.,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
defective,B-OP,1,software,RSTR,JJ,,"1###[""OT"", ""RSTR^-1"", ""ASP""]"
software,B-ASP,1,software,ROOT,NN,,AT-Head
.,O,_,_,_,.,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
It,O,1,has,ACT-arg,PRP,,O
has,O,1,has,ROOT,VBZ,,O
all,O,4,features,RSTR,PDT,,O
the,O,_,_,_,_,,O
features,B-ASP,1~10,has~and,PAT-arg~CONJ.member,NNS,,AT-Head
that,O,6,are,ACT-arg,WDT,,O
are,O,4,features,RSTR,VBP,,O
necessary,B-OP,6,are,PAT-arg,JJ,,"4###[""OT"", ""PAT-arg^-1"", ""*"", ""RSTR^-1"", ""ASP""]"
for,O,_,_,_,_,,O
college,O,7,necessary,BEN,NN,,O
and,O,_,_,_,CC,,O
if,O,_,_,_,_,,O
not,O,14,are,RHEM,RB,,O
they,O,18~14,added~are,PAT-arg~ACT-arg,PRP,,O
are,O,10~1,and~has,CONJ.member~PAT-arg,VBP,,O
able,O,14,are,PAT-arg,JJ,,O
to,O,_,_,_,_,,O
be,O,_,_,_,_,,O
added,O,15,able,PAT-arg,VBN,,O
onto,O,_,_,_,_,,O
the,O,_,_,_,_,,O
computer,O,18,added,DIR3-arg,NN,,O
.,O,_,_,_,.,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
Then,O,8,stopped,TWHEN,RB,,O
after,O,_,_,_,_,,O
4,O,3~5,or~months,DISJ.member~RSTR,CD,,O
or,O,_,_,_,CC,,O
so,O,3~5,or~months,DISJ.member~RSTR,RB,,O
months,O,8,stopped,TWHEN,NNS,,O
the,O,_,_,_,_,,O
charger,B-ASP,8~9,stopped~working,ACT-arg~ACT-arg,NN,charge ##r,AT-Head
stopped,B-OP,8,stopped,ROOT,VBD,,"7###[""OT"", ""ACT-arg"", ""ASP""]"
working,I-OP,8,stopped,PAT-arg,VBG,,OT-Secondary
so,O,_,_,_,_,,O
I,O,15~18~13,go~buy~forced,ACT-arg~ACT-arg~ADDR-arg,PRP,,O
was,O,_,_,_,_,,O
forced,O,8,stopped,CAUS,VBN,,O
to,O,_,_,_,_,,O
go,O,13~17,forced~and,PAT-arg~CONJ.member,VB,,O
out,O,15,go,DIR3-arg,RB,,O
and,O,_,_,_,CC,,O
buy,O,17~13,and~forced,CONJ.member~PAT-arg,VB,,O
new,O,20,hardware,RSTR,JJ,,O
hardware,B-ASP,18,buy,PAT-arg,NN,,AT-W\O-Path
just,O,18~15,buy~go,RHEM~RHEM,RB,,O
to,O,_,_,_,_,,O
keep,O,18~15,buy~go,AIM~AIM,VB,,O
this,O,25,computer,RSTR,DT,,O
computer,O,26~23,running~keep,ACT-arg~PAT-arg,NN,,O
running,O,23,keep,EFF-arg,VBG,,O
.,O,_,_,_,.,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
The,O,_,_,_,_,,O
performance,B-ASP,2,is,ACT-arg,NN,,AT-Head
is,O,2,is,ROOT,VBZ,,O
definitely,O,2,is,ATT,RB,,O
superior,B-OP,2,is,PAT-arg,JJ,,"1###[""OT"", ""PAT-arg^-1"", ""*"", ""ACT-arg"", ""ASP""]"
to,O,_,_,_,_,,O
any,O,7,computer,RSTR,DT,,O
computer,O,4,superior,PAT-arg,NN,,O
I,O,11,put,ACT-arg,PRP,,O
've,O,_,_,_,_,' ve,O
ever,O,11,put,TWHEN,RB,,O
put,O,7,computer,RSTR,VBN,,O
my,O,13,hands,APP,PRP$,,O
hands,O,11,put,PAT-arg,NNS,,O
on,O,_,_,_,_,,O
.,O,_,_,_,.,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
These,O,2,problems,RSTR,DT,,O
new,O,2,problems,RSTR,JJ,,O
problems,O,3,were,ACT-arg,NNS,,O
were,O,7~3,;~were,CONJ.member~ROOT,VBD,,O
the,O,_,_,_,_,,O
final,O,6,straws,RSTR,JJ,,O
straws,O,3,were,PAT-arg,NNS,straw ##s,O
;,O,_,_,_,:,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
Also,O,1,consider,RHEM,RB,,O
consider,O,1,consider,ROOT,VB,,O
the,O,_,_,_,_,,O
MS,B-ASP,4,Office,NE,NNP,,AT-W\O-Path
Office,I-ASP,5,apps,ID,NNP,,AT-W\O-Path
apps,I-ASP,6,are,ACT-arg,NNS,,AT-W\O-Path
are,O,1,consider,EFF-arg,VBP,,O
all,O,9,versions,RSTR,DT,,O
trial,O,9,versions,RSTR,NN,,O
versions,O,6,are,PAT-arg,NNS,,O
",",O,_,_,_,_,,O
hope,O,1,consider,PAR,VBP,,O
you,O,13,have,ACT-arg,PRP,,O
have,O,11,hope,PAT-arg,VBP,,O
your,O,16,copies,APP,PRP$,,O
own,O,16,copies,RSTR,JJ,,O
copies,O,13,have,PAT-arg,NNS,,O
.,O,_,_,_,.,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
It,O,1,'s,ACT-arg,PRP,,O
's,O,1,'s,ROOT,VBZ,' s,O
great,B-OP,1,'s,PAT-arg,JJ,,"5###[""OT"", ""PAT-arg^-1"", ""*"", ""BEN"", ""ASP""]"
for,O,_,_,_,_,,O
streaming,B-ASP,5,video,RSTR,VBG,,AT-Secondary
video,I-ASP,6~1,and~'s,CONJ.member~BEN,NN,,AT-Head
and,O,_,_,_,CC,,O
other,O,9,uses,RSTR,JJ,,O
entertainment,B-ASP,9,uses,RSTR,NN,,AT-W\O-Path
uses,I-ASP,6~1,and~'s,CONJ.member~BEN,NNS,,AT-W\O-Path
.,O,_,_,_,.,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
Does,O,12~0,and~Does,CONJ.member~ROOT,VBZ,,O
everything,O,0,Does,PAT-arg,NN,,O
I,O,3,need,ACT-arg,PRP,,O
need,O,1,everything,RSTR,VBP,,O
it,O,3,need,PAT-arg,PRP,,O
to,O,_,_,_,_,,O
",",O,_,_,_,_,,O
has,O,12~7,and~has,CONJ.member~ROOT,VBZ,,O
a,O,_,_,_,_,,O
wonderful,B-OP,11,life,RSTR,JJ,,"11###[""OT"", ""RSTR^-1"", ""ASP""]"
battery,B-ASP,11,life,RSTR,NN,,AT-Secondary
life,I-ASP,7,has,PAT-arg,NN,,AT-Head
and,O,_,_,_,CC,,O
I,O,16,be,ACT-arg,PRP,,O
could,O,_,_,_,_,,O
n't,O,16,be,RHEM,RB,n ' t,O
be,O,12~16,and~be,CONJ.member~ROOT,VB,,O
happier,O,16,be,PAT-arg,JJR,,O
.,O,_,_,_,.,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
The,O,_,_,_,_,,O
lcd,B-ASP,2,screen,RSTR,NN,,AT-Secondary
screen,I-ASP,3~4,stopped~working,ACT-arg~ACT-arg,NN,,AT-Head
stopped,B-OP,3,stopped,ROOT,VBD,,"2###[""OT"", ""ACT-arg"", ""ASP""]"
working,O,3,stopped,PAT-arg,VBG,,O
on,O,_,_,_,_,,O
mine,O,4,working,REG,NN,,O
after,O,_,_,_,_,,O
10,O,9,months,RSTR,CD,,O
months,O,3,stopped,TWHEN,NNS,,O
.,O,_,_,_,.,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
I,O,1,got,ACT-arg,PRP,,O
got,O,1,got,ROOT,VBD,,O
assurances,O,1,got,PAT-arg,NNS,assurance ##s,O
from,O,_,_,_,_,,O
2,O,6,people,RSTR,CD,,O
different,O,6,people,RSTR,JJ,,O
people,O,1,got,ORIG-arg,NNS,,O
that,O,_,_,_,_,,O
the,O,_,_,_,_,,O
remaining,O,11,months,RSTR,VBG,,O
10,O,11,months,RSTR,CD,,O
months,O,16,transfer,ACT-arg,NNS,,O
of,O,_,_,_,_,,O
my,O,14,warranty,APP,PRP$,,O
warranty,B-ASP,11,months,APP,NN,warrant ##y,AT-W\O-Path
would,O,_,_,_,_,,O
transfer,O,2,assurances,PAT-arg,VB,,O
to,O,_,_,_,_,,O
the,O,_,_,_,_,,O
new,O,20,computer,RSTR,JJ,,O
computer,O,16,transfer,DIR3-arg,NN,,O
.,O,_,_,_,.,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
I,O,2~6,experienced~works,ACT-arg~ACT-arg,PRP,,O
have,O,_,_,_,_,,O
experienced,O,5~2,",~experienced",CONJ.member~ROOT,VBN,,O
no,O,4,problems,RSTR,DT,,O
problems,O,2,experienced,PAT-arg,NNS,,O
",",O,_,_,_,",",,O
works,B-ASP,5~6,",~works",CONJ.member~ROOT,VBZ,,AT-W\O-Path
as,O,_,_,_,_,,O
anticipated,O,6,works,MANN,VBN,,O
.,O,_,_,_,.,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
I,O,1,claim,ACT-arg,PRP,,O
claim,O,9~1,",~claim",CONJ.member~ROOT,VBP,,O
that,O,_,_,_,_,,O
this,O,4,has,ACT-arg,DT,,O
has,O,1,claim,EFF-arg,VBZ,,O
no,O,6,value,RSTR,DT,,O
value,O,4,has,PAT-arg,NN,,O
to,O,_,_,_,_,,O
me,O,4,has,BEN,PRP,,O
",",O,_,_,_,",",,O
the,O,_,_,_,_,,O
laptop,O,12,was,ACT-arg,NN,,O
was,O,9~12,",~was",CONJ.member~ROOT,VBD,,O
new,O,12,was,PAT-arg,JJ,,O
anyway,O,12,was,CNCS,RB,,O
.,O,_,_,_,.,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
The,O,_,_,_,_,,O
Apple,O,2,engineers,APP,NNP,,O
engineers,O,6,discovered,ACT-arg,NNS,,O
have,O,_,_,_,_,,O
not,O,6,discovered,RHEM,RB,,O
yet,O,6,discovered,TTILL,RB,,O
discovered,O,6,discovered,ROOT,VBN,,O
the,O,_,_,_,_,,O
delete,B-ASP,9,key,RSTR,NN,del ##ete,AT-W\O-Path
key,I-ASP,6,discovered,PAT-arg,NN,,AT-W\O-Path
.,O,_,_,_,.,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
Skype,B-ASP,1,is,ACT-arg,NNP,sky ##pe,AT-Head
is,O,1,is,ROOT,VBZ,,O
just,O,5,cool,RHEM,RB,,O
so,O,4,dang,EXT,RB,,O
dang,O,5,cool,EXT,RB,dan ##g,O
cool,B-OP,1,is,PAT-arg,JJ,,"0###[""OT"", ""PAT-arg^-1"", ""*"", ""ACT-arg"", ""ASP""]"
with,O,_,_,_,_,,O
this,O,8,machine,RSTR,DT,,O
machine,O,1,is,ACMP,NN,,O
too,O,1,is,PREC,RB,,O
.,O,_,_,_,.,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
I,O,2,buy,ACT-arg,PRP,,O
would,O,_,_,_,_,,O
buy,O,2,buy,ROOT,VB,,O
this,O,5,top,RSTR,DT,,O
lap,O,5,top,RSTR,NN,,O
top,O,2,buy,PAT-arg,NN,,O
over,O,9,again,DPHR,RB,,O
and,O,_,_,_,_,,O
over,O,_,_,_,_,,O
again,O,2,buy,THO,RB,,O
!,O,_,_,_,.,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
This,O,1,is,ACT-arg,DT,,O
is,O,1,is,ROOT,VBZ,,O
not,O,1,is,RHEM,RB,,O
a,O,_,_,_,_,,O
serious,B-OP,6,laptop,RSTR,JJ,,"5###[""OT"", ""RSTR^-1"", ""*"", ""RSTR"", ""ASP""]"
gaming,B-ASP,6,laptop,RSTR,NN,,AT-Head
laptop,O,1~7,is~or,PAT-arg~DISJ.member,NN,,O
or,O,_,_,_,CC,,O
a,O,_,_,_,_,,O
serious,B-OP,11,machine,RSTR,JJ,,OT-W\O-Path
media,O,11,machine,RSTR,NNS,,O
machine,O,1~7,is~or,PAT-arg~DISJ.member,NN,,O
;,O,_,_,_,.,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
I,O,3,recommend,ACT-arg,PRP,,O
would,O,_,_,_,_,,O
definitely,O,3,recommend,MANN,RB,,O
recommend,B-OP,3,recommend,ROOT,VB,,OT-W\O-Path
checking,O,3,recommend,PAT-arg,VBG,,O
out,O,_,_,_,_,,O
this,O,7,laptop,RSTR,DT,,O
laptop,O,4,checking,PAT-arg,NN,,O
if,O,_,_,_,_,,O
you,O,10,are,ACT-arg,PRP,,O
are,O,4,checking,COND,VBP,,O
in,O,_,_,_,_,,O
the,O,_,_,_,_,,O
market,O,10,are,LOC-arg,NN,,O
for,O,_,_,_,_,,O
one,O,10,are,BEN,CD,,O
.,O,_,_,_,.,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
It,O,1,is,ACT-arg,PRP,,O
is,O,1,is,ROOT,VBZ,,O
really,O,3,thick,ATT,RB,,O
thick,B-OP,1,is,PAT-arg,JJ,,"6###[""OT"", ""PAT-arg^-1"", ""*"", ""REG"", ""ASP""]"
around,O,_,_,_,_,,O
the,O,_,_,_,_,,O
battery,B-ASP,1,is,REG,NN,,AT-Head
.,O,_,_,_,.,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
As,O,_,_,_,_,,O
a,O,_,_,_,_,,O
die-hard,O,4,enthusiast,RSTR,JJ,die - hard,O
Windows,B-ASP,4,enthusiast,APP,NNP,,AT-W\O-Path
enthusiast,O,7,shunned,COMPL,NN,,O
",",O,_,_,_,_,,O
I,O,7,shunned,ACT-arg,PRP,,O
shunned,O,7,shunned,ROOT,VBD,shu ##nne ##d,O
the,O,_,_,_,_,,O
idea,O,7,shunned,PAT-arg,NN,,O
of,O,_,_,_,_,,O
a,O,_,_,_,_,,O
Mac,O,9,idea,RSTR,NNP,,O
until,O,_,_,_,_,,O
this,O,15,point,RSTR,DT,,O
point,O,7,shunned,TTILL,NN,,O
.,O,_,_,_,.,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
I,O,2,wanted,ACT-arg,PRP,,O
really,O,2,wanted,ATT,RB,,O
wanted,O,2,wanted,ROOT,VBD,,O
a,O,_,_,_,_,,O
Mac,O,2,wanted,PAT-arg,NNP,,O
over,O,_,_,_,_,,O
a,O,_,_,_,_,,O
pc,O,2,wanted,EXT,NN,,O
because,O,_,_,_,_,,O
I,O,10,used,ACT-arg,PRP,,O
used,O,2,wanted,CAUS,VBD,,O
a,O,_,_,_,_,,O
Mac,O,10,used,PAT-arg,NNP,,O
in,O,_,_,_,_,,O
high,O,15,school,RSTR,JJ,,O
school,O,10,used,LOC,NN,,O
.,O,_,_,_,.,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
I,O,3,bought,ACT-arg,PRP,,O
should,O,_,_,_,_,,O
have,O,_,_,_,_,,O
bought,O,3,bought,ROOT,VBD,,O
one,O,3,bought,PAT-arg,NN,,O
a,O,_,_,_,_,,O
long,O,7,time,RSTR,JJ,,O
time,O,3,bought,TWHEN,NN,,O
ago,O,_,_,_,_,,O
.,O,_,_,_,.,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
Added,O,0,Added,ROOT,VBN,,O
an,O,_,_,_,_,,O
iMac,O,0,Added,PAT-arg,NN,im ##ac,O
about,O,4,2,EXT,IN,,O
2,O,5,years,RSTR,CD,,O
years,O,6,later,DIFF,NNS,,O
later,O,0,Added,TWHEN,RB,,O
.,O,_,_,_,.,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
Works,B-ASP,3~0,and~Works,CONJ.member~ROOT,VBZ,,AT-Head
well,B-OP,0,Works,MANN,RB,,"0###[""OT"", ""MANN^-1"", ""ASP""]"
",",O,_,_,_,_,,O
and,O,_,_,_,CC,,O
I,O,9~5,be~am,ACT-arg~ACT-arg,PRP,,O
am,O,3~5,and~am,CONJ.member~ROOT,VBP,,O
extremely,O,7,happy,EXT,RB,,O
happy,B-OP,5,am,PAT-arg,JJ,,OT-W\O-Path
to,O,_,_,_,_,,O
be,O,7,happy,PAT-arg,VB,,O
back,O,9,be,LOC-arg,RB,,O
to,O,_,_,_,_,,O
an,O,_,_,_,_,,O
apple,B-ASP,14,OS,RSTR,NN,,AT-W\O-Path
OS,I-ASP,10,back,DIR3,NNP,,AT-W\O-Path
.,O,_,_,_,.,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
It,O,1,'s,ACT-arg,PRP,,O
's,O,5~1,",~'s",ADVS.member~ROOT,VBZ,' s,O
not,O,4,recommendation,RHEM,RB,,O
a,O,_,_,_,_,,O
recommendation,O,1,'s,PAT-arg,NN,,O
",",O,_,_,_,",",,O
it,O,7,',ACT-arg,PRP,,O
',O,5~7,",~'",ADVS.member~ROOT,VBZ,,O
a,O,_,_,_,_,,O
plea,O,7,',PAT-arg,NN,,O
.,O,_,_,_,.,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
I,O,1,love,ACT-arg,PRP,,O
love,B-OP,1,love,ROOT,VBP,,OT-W\O-Path
the,O,_,_,_,_,,O
15,O,6,Pro,RSTR,CD,,O
"""",O,_,_,_,_,,O
MacBook,O,6,Pro,NE,NNP,mac ##book,O
Pro,O,1,love,PAT-arg,NNP,,O
.,O,_,_,_,.,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
Have,O,_,_,_,_,,O
n't,O,2,regretted,RHEM,RB,n ' t,O
regretted,O,2,regretted,ROOT,VBN,,O
it,O,2,regretted,PAT-arg,PRP,,O
one,O,5,bit,RSTR,CD,,O
bit,O,2,regretted,EXT,NN,,O
.,O,_,_,_,.,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
There,O,_,_,_,_,,O
are,O,1,are,ROOT,VBP,,O
several,O,3,programs,RSTR,JJ,,O
programs,B-ASP,9~1,(~are,APPS.member~ACT-arg,NNS,,AT-W\O-Path
