TOKEN,LABEL,HEAD,HEAD_WORD,DEP_REL,POS,SUB_TOKENS
menus,B-ASP,14~12~26,the~many~have,BV~part~ARG2,NNS,menu ##s
and,O,_,_,_,_,
functions,B-ASP,15,menus,_and_c,NNS,
that,O,_,_,_,_,
a,O,_,_,_,DT,
nokia,O,19~22~26,a~from~have,BV~ARG1~ARG1,NN,
straight,O,_,_,_,RB,
from,O,21,straight,ARG1,IN,
the,O,_,_,_,DT,
manufacturer,O,22~23,from~the,ARG2~BV,NN,
should,O,_,_,_,MD,
have,O,25,should,ARG1,VB,
.,O,_,_,_,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
that,O,_,_,_,_,
beside,O,_,_,_,IN,
you,O,1,beside,ARG2,PRP,
are,O,_,_,_,_,
prob.,O,7,aware,ARG1,VBG,pro ##b .
very,O,_,_,_,RB,
well,O,5,very,ARG1,RB,
aware,O,1~6~7,beside~well~aware,ARG1~ARG1~ROOT,JJ,
of,O,_,_,_,_,
many,O,7,aware,ARG2,JJ,
of,O,_,_,_,_,
the,O,_,_,_,DT,
features,O,9~11~18~29,many~the~for~using,part~BV~ARG2~ARG1,NNS,
that,O,_,_,_,_,
this,O,_,_,_,DT,
phone,O,14~17,this~known,BV~ARG2,NN,
is,O,_,_,_,_,
known,O,18,for,ARG1,VBN,
for,O,_,_,_,IN,
",",O,_,_,_,_,
and,O,_,_,_,_,
one,O,12~27,features~mentioned,_and_c~ARG2,CD,
that,O,_,_,_,_,
has,O,_,_,_,_,
not,O,25,yet,mwe,RB,
yet,O,_,_,_,RB,
been,O,_,_,_,_,
mentioned,O,25~28,yet~:,ARG1~ARG1,VBN,
:,O,_,_,_,:,
using,O,_,_,_,VBG,
this,O,_,_,_,DT,
phone,O,29~30,using~this,ARG2~BV,NN,
as,O,_,_,_,_,
a,O,_,_,_,DT,
modem,O,29~33~35,using~a~for,ARG3~BV~ARG1,NN,mode ##m
for,O,_,_,_,IN,
any,O,_,_,_,DT,
computer,O,38~35~36,with~for~any,ARG1~ARG2~BV,NN,
with,O,_,_,_,IN,
a,O,_,_,_,DT,
usb,O,_,_,_,JJ,
1.0,O,40,usb,plus,CD,1 . 0
port,O,38~41~39~40,with~1.0~a~usb,ARG2~compound~BV~compound,NN,
!,O,_,_,_,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
the,O,_,_,_,DT,
scroll,B-ASP,_,_,_,NN,
bar,I-ASP,1,scroll,compound,NN,
problems,I-ASP,4~0~2,make~the~bar,ARG1~BV~compound,NNS,
make,O,4,make,ROOT,VBP,
the,O,_,_,_,DT,
task,O,5~11,the~frustrating,BV~ARG1,NN,
of,O,_,_,_,_,
creating,O,6,task,ARG1,VBG,
playlists,O,8,creating,ARG2,NNS,play ##lists
more,O,_,_,_,RBR,
frustrating,B-OP,10~4,more~make,comp~ARG2,JJ,
.,O,_,_,_,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
get,O,0,get,ROOT,VB,
it,O,0,get,ARG2,PRP,
",",O,_,_,_,_,
it,O,5,woth,ARG1,PRP,
's,O,_,_,_,_,' s
woth,O,0,get,conj,VB,wo ##th
every,O,_,_,_,DT,
penny,O,5~6,woth~every,ARG2~BV,NN,
!,O,_,_,_,_,
!,O,_,_,_,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
so,O,0,so,ROOT,RB,
what,O,0,so,ARG1,WP,
?,O,_,_,_,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
i,O,1~10,bought~had,ARG1~ARG1,NNP,
bought,O,3~1,in~bought,ARG1~ROOT,VBD,
mine,O,1,bought,ARG2,NN,
in,O,_,_,_,IN,
december,O,3~5,in~of,ARG2~ARG1,NN,
of,O,_,_,_,IN,
2003,O,5,of,ARG2,CD,
",",O,_,_,_,_,
and,O,_,_,_,_,
have,O,_,_,_,_,
had,O,1,bought,_and_c,VBD,
no,O,_,_,_,DT,
real,O,_,_,_,JJ,
problems,O,12~11~10~14,real~no~had~with,ARG1~BV~ARG2~ARG1,NNS,
with,O,_,_,_,IN,
it,O,14,with,ARG2,PRP,
.,O,_,_,_,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
as,O,0,as,ROOT,IN,
it,O,2,is,ARG1,PRP,
is,O,0,as,ARG2,VBZ,
",",O,_,_,_,_,
i,O,6,keeping,ARG1,PRP,
'm,O,_,_,_,_,' m
keeping,O,0,as,ARG1,VBG,
the,O,_,_,_,DT,
machine,O,7~6,the~keeping,BV~ARG2,NN,
.,O,_,_,_,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
i,O,1,have,ARG1,PRP,
have,O,11~1,in~have,ARG1~ROOT,VBP,
it,O,1~3,have~connected,ARG2~ARG2,PRP,
connected,O,6~1,for~have,ARG1~ARG3,VBN,
to,O,_,_,_,_,
speakers,O,3,connected,ARG3,NNS,
for,O,_,_,_,IN,
a,O,_,_,_,DT,
nice,O,_,_,_,JJ,
musical,O,_,_,_,JJ,
alarm,O,8~7~9~6,nice~a~musical~for,ARG1~BV~ARG1~ARG2,NN,
in,O,_,_,_,IN,
the,O,_,_,_,DT,
morning,O,11~12,in~the,ARG2~BV,NN,
.,O,_,_,_,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
in,O,_,_,_,IN,
a,O,_,_,_,DT,
word,O,0~1,in~a,ARG2~BV,NN,
",",O,_,_,_,_,
"""",O,_,_,_,_,
awesome,B-OP,7,is,ARG1,JJ,
"""",O,_,_,_,_,
is,O,0~7,in~is,ARG1~ROOT,VBZ,
how,O,_,_,_,WRB,
i,O,11,describe,ARG1,PRP,
would,O,7,is,ARG2,MD,
describe,O,8~10,how~would,manner~ARG1,VB,
this,O,_,_,_,DT,
camera,B-ASP,11~12,describe~this,ARG2~BV,NN,
.,O,_,_,_,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
i,O,2~13~4~11,intended~invest~buy~happy,ARG1~ARG1~ARG1~ARG1,PRP,
first,O,_,_,_,RB,
intended,O,1~2,first~intended,ARG1~ROOT,VBD,
to,O,_,_,_,_,
buy,O,2,intended,ARG2,VB,
the,O,_,_,_,DT,
3100,O,5~4,the~buy,BV~ARG2,CD,310 ##0
",",O,_,_,_,_,
but,O,_,_,_,_,
am,O,_,_,_,_,
really,O,2,intended,_but_c,RB,
happy,O,10,really,ARG1,JJ,
to,O,_,_,_,_,
invest,O,11~17,happy~for,ARG2~ARG1,VB,
the,O,_,_,_,DT,
extra,O,_,_,_,JJ,
money,O,14~15~13,the~extra~invest,BV~ARG1~ARG2,NN,
for,O,_,_,_,IN,
the,O,_,_,_,DT,
4300,O,18~17,the~for,BV~ARG2,CD,430 ##0
.,O,_,_,_,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
the,O,_,_,_,DT,
only,O,_,_,_,RB,
good,O,_,_,_,JJ,
thing,O,0~2~4~9~1,the~good~about~is~only,BV~ARG1~ARG1~ARG1~ARG1,NN,
about,O,_,_,_,IN,
this,O,_,_,_,DT,
whole,O,_,_,_,JJ,
process,O,6~4~5,whole~about~this,ARG1~ARG2~BV,NN,
",",O,_,_,_,_,
is,O,9,is,ROOT,VBZ,
that,O,_,_,_,_,
im,O,12,getting,ARG1,IN,
getting,O,21~9~18,of~is~back,ARG1~ARG2~loc,VBG,
like,O,_,_,_,_,
a,O,_,_,_,DT,
34,O,_,_,_,CD,
dollar,O,_,_,_,NN,
amount,O,12~16~15~14,getting~dollar~34~a,ARG2~compound~ARG1~BV,NN,
back,O,_,_,_,RB,
",",O,_,_,_,_,
because,O,21,of,mwe,IN,
of,O,_,_,_,IN,
the,O,_,_,_,DT,
price,O,_,_,_,NN,
difference,O,22~23~21~25,the~price~of~between,BV~compound~ARG2~ARG1,NN,
between,O,_,_,_,IN,
when,O,_,_,_,WRB,
i,O,28,bought,ARG1,PRP,
bought,O,26~25,when~between,manner~ARG2,VBD,
it,O,28,bought,ARG2,PRP,
",",O,_,_,_,_,
and,O,_,_,_,_,
now,O,25~26,between~when,ARG2~_and_c,RB,
.,O,_,_,_,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
9,O,0,9,ROOT,CD,
.,O,_,_,_,_,
in,O,_,_,_,IN,
dim,O,_,_,_,JJ,
lit,O,_,_,_,JJ,
environs,O,2~3~4,in~dim~lit,ARG2~ARG1~ARG2,NNS,en ##vir ##ons
the,O,_,_,_,DT,
g2,O,10~6,outperform~the,ARG1~BV,NN,g ##2
could,O,0,9,conj,MD,
easily,O,_,_,_,RB,
outperform,O,8~9~2,could~easily~in,ARG1~ARG1~ARG1,VB,out ##per ##form
any,O,_,_,_,DT,
other,O,_,_,_,JJ,
camera,O,12~11~10,other~any~outperform,ARG1~BV~ARG2,NN,
",",O,_,_,_,_,
and,O,_,_,_,_,
thankfully,O,_,_,_,RB,
g3,O,18,maintains,ARG1,NNP,g ##3
maintains,O,16~8,thankfully~could,ARG1~_and_c,VBZ,
this,O,_,_,_,DT,
rep,O,19~18,this~maintains,BV~ARG2,NN,
.,O,_,_,_,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
i,O,3,write,ARG1,PRP,
can,O,2,'t,neg,MD,
't,O,2,'t,ROOT,RB,' t
write,O,1,can,ARG1,VB,
enough,O,_,_,_,RB,
positive,O,_,_,_,JJ,
things,O,3~5~4~7,write~positive~enough~about,ARG2~ARG1~BV~ARG1,NNS,
about,O,_,_,_,IN,
this,O,_,_,_,DT,
great,B-OP,_,_,_,JJ,
little,O,_,_,_,JJ,
camera,B-ASP,8~10~7~9,this~little~about~great,BV~ARG1~ARG2~ARG1,NN,
!,O,_,_,_,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
a,O,_,_,_,DT,
good,B-OP,_,_,_,JJ,
player,B-ASP,0~3~1~2,a~at~good~player,BV~ARG1~ARG1~ROOT,NN,
at,O,_,_,_,IN,
a,O,_,_,_,DT,
great,B-OP,_,_,_,JJ,
price,B-ASP,3~5~4~7,at~great~a~with,ARG2~ARG1~BV~ARG1,NN,
with,O,_,_,_,IN,
terrible,B-OP,_,_,_,JJ,
software,B-ASP,7~8~11,with~terrible~makes,ARG2~ARG1~ARG1,NN,
that,O,_,_,_,_,
makes,O,_,_,_,VBZ,
ripping,B-ASP,17,difficult,ARG1,VBG,
and,O,_,_,_,_,
transferring,B-ASP,12,ripping,_and_c,VBG,
way,O,_,_,_,NN,
more,O,15,way,ARG1,RBR,
difficult,B-OP,11~16,makes~more,ARG2~comp,JJ,
than,O,_,_,_,_,
it,O,21,be,ARG1,PRP,
should,O,16,more,than,MD,
be,O,20,should,ARG1,VB,
.,O,_,_,_,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
i,O,1,have,ARG1,PRP,
have,O,1,have,ROOT,VBP,
a,O,_,_,_,DT,
dvd,O,_,_,_,JJ,
burner,O,3~1~2,dvd~have~a,ARG2~ARG2~BV,NN,burn ##er
.,O,_,_,_,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
size,O,3~0,:~size,ARG1~ROOT,NN,
and,O,_,_,_,_,
weight,O,0,size,_and_c,NN,
:,O,_,_,_,:,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
--,O,_,_,_,_,- -
>,O,_,_,_,_,
does,O,_,_,_,_,
not,O,3,not,ROOT,RB,
recognize,O,10~6~3,despite~at~not,ARG1~ARG1~neg,VB,
player,O,4,recognize,ARG2,NN,
at,O,_,_,_,IN,
random,O,_,_,_,JJ,
times,O,6~7,at~random,ARG2~ARG1,NNS,
",",O,_,_,_,_,
despite,O,_,_,_,IN,
being,O,_,_,_,_,
connected,O,10,despite,ARG2,VBN,
and,O,_,_,_,_,
displaying,O,12,connected,_and_c,VBG,
player,O,_,_,_,NN,
's,O,_,_,_,_,' s
library,O,15~14,player~displaying,poss~ARG2,NN,
.,O,_,_,_,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
it,O,2,marked,ARG2,PRP,
was,O,_,_,_,_,
marked,O,3~6~5,up~compared~high,ARG1~subord~ARG1,VBN,
up,O,_,_,_,RP,
increadably,O,_,_,_,RB,inc ##rea ##da ##bly
high,O,4,increadably,ARG1,JJ,
compared,O,6,compared,ROOT,VBN,
to,O,_,_,_,_,
other,O,_,_,_,JJ,
models,O,6~8~12,compared~other~$,ARG3~ARG1~appos,NNS,
(,O,_,_,_,_,
almost,O,_,_,_,_,
$,O,14~13,for~500,ARG1~ARG1,$,
500,O,_,_,_,CD,
for,O,_,_,_,IN,
a,O,_,_,_,DT,
30gb,O,14~15,for~a,ARG2~BV,NN,30 ##gb
),O,_,_,_,_,
",",O,_,_,_,_,
and,O,_,_,_,_,
theres,O,_,_,_,_,there ##s
was,O,2,marked,_and_c,VBD,
nothing,O,26~21~23,made~was~about,ARG1~ARG1~ARG1,NN,
about,O,_,_,_,IN,
it,O,23,about,ARG2,PRP,
that,O,_,_,_,_,
made,O,_,_,_,VBD,
it,O,28,worth,ARG1,PRP,
worth,O,26,made,ARG2,IN,
that,O,_,_,_,DT,
much,O,29,that,ARG1,JJ,
money,O,28~30,worth~much,ARG2~ARG1,NN,
.,O,_,_,_,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
had,O,0,had,ROOT,VBD,
this,O,2,been,ARG1,DT,
been,O,0,had,ARG2,VBN,
my,O,_,_,_,PRP$,
only,O,_,_,_,JJ,
dvd,O,_,_,_,NN,
player,O,4~3~2~5,only~my~been~dvd,ARG1~poss~ARG2~compound,NN,
",",O,_,_,_,_,
though,O,_,_,_,_,
",",O,_,_,_,_,
it,O,13,been,ARG1,PRP,
would,O,0,had,ARG1,MD,
have,O,_,_,_,_,
been,O,11,would,ARG1,VBN,
a,O,_,_,_,DT,
real,O,_,_,_,JJ,
problem,O,15~13~14,real~been~a,ARG1~ARG2~BV,NN,
.,O,_,_,_,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
maybe,O,0,maybe,ROOT,RB,
if,O,0,maybe,ARG1,IN,
you,O,3,delete,ARG1,PRP,
delete,O,6,before,ARG1,VBP,del ##ete
those,O,_,_,_,DT,
files,O,3~4,delete~those,ARG2~BV,NNS,
before,O,1,if,ARG2,IN,
you,O,8,looked,ARG1,PRP,
looked,O,11~6,with~before,ARG1~ARG2,VBD,
at,O,_,_,_,_,
them,O,8,looked,ARG2,PRP,
with,O,_,_,_,IN,
the,O,_,_,_,DT,
software,O,11~12,with~the,ARG2~BV,NN,
",",O,_,_,_,_,
youd,O,1,if,ARG1,VBD,you ##d
see,O,15,youd,ARG1,VB,
the,O,_,_,_,DT,
true,O,_,_,_,JJ,
",",O,_,_,_,_,
raw,O,_,_,_,JJ,
image,O,18~26~17~16~20,true~produces~the~see~raw,ARG1~ARG2~BV~ARG2~ARG1,NN,
that,O,_,_,_,_,
the,O,_,_,_,DT,
camera,O,23~26,the~produces,BV~ARG1,NN,
actually,O,_,_,_,RB,
produces,O,25,actually,ARG1,VBZ,
.,O,_,_,_,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
amazon,B-ASP,2,wonderful,ARG1,NN,
was,O,_,_,_,_,
wonderful,B-OP,3~2,about~wonderful,ARG1~ROOT,JJ,
about,O,_,_,_,IN,
picking,O,3~9,about~day,ARG2~loc,VBG,
it,O,4,picking,ARG2,PRP,
up,O,_,_,_,_,
the,O,_,_,_,DT,
next,O,_,_,_,JJ,
day,O,8~7,next~the,ARG1~BV,NN,
and,O,_,_,_,_,
paying,O,4,picking,_and_c,VBG,
for,O,_,_,_,_,
the,O,_,_,_,DT,
return,O,_,_,_,NN,
shipping,O,11~14~13,paying~return~the,ARG4~compound~BV,NN,
.,O,_,_,_,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
i,O,1,find,ARG1,PRP,
find,O,1,find,ROOT,VBP,
this,O,1~4,find~be,ARG2~ARG1,DT,
to,O,_,_,_,_,
be,O,1,find,ARG3,VB,
a,O,_,_,_,DT,
great,O,_,_,_,JJ,
feature,O,6~4~5,great~be~a,ARG1~ARG2~BV,NN,
.,O,_,_,_,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
hopefully,O,0,hopefully,ROOT,RB,
you,O,3,have,ARG1,PRP,
still,O,_,_,_,RB,
have,O,2~0,still~hopefully,ARG1~ARG1,VBP,
the,O,_,_,_,DT,
remote,O,_,_,_,JJ,
control,O,3~5~4,have~remote~the,ARG2~ARG1~BV,NN,
.,O,_,_,_,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
*,O,_,_,_,_,
protective,O,_,_,_,JJ,
case,B-ASP,4~1,useless~protective,ARG1~ARG1,NN,
completely,O,_,_,_,RB,
useless,B-OP,3~5,completely~as,ARG1~ARG1,JJ,
as,O,_,_,_,IN,
is,O,5~7,as~since,ARG2~ARG1,VBZ,
since,O,7,since,ROOT,IN,
it,O,9,obscures,ARG1,PRP,
obscures,O,7,since,ARG2,VBZ,obscure ##s
display,O,_,_,_,NN,
window,O,9~10,obscures~display,ARG2~compound,NN,
.,O,_,_,_,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
as,O,0,as,ROOT,IN,
i,O,2,mentioned,ARG1,WDT,
mentioned,O,0~3,as~before,ARG2~ARG1,VBD,
before,O,_,_,_,IN,
",",O,_,_,_,_,
the,O,_,_,_,DT,
creative,O,_,_,_,JJ,
mediasource,B-ASP,19,though,ARG1,NN,media ##so ##ur ##ce
software,I-ASP,5~6~12~7,the~creative~robust~mediasource,BV~ARG1~ARG1~compound,NN,
is,O,_,_,_,_,
actually,O,13,despite,ARG1,RB,
really,O,_,_,_,RB,
robust,B-OP,10~11,actually~really,ARG1~ARG1,JJ,
despite,O,_,_,_,IN,
what,O,17,said,ARG2,WP,
others,O,17,said,ARG1,NNS,
have,O,_,_,_,_,
said,O,13,despite,ARG2,VBN,
",",O,_,_,_,_,
though,O,0,as,ARG1,IN,
notmad,O,23,work,ARG1,NN,not ##mad
may,O,19,though,ARG2,MD,
still,O,_,_,_,RB,
work,O,24~22~21,better~still~may,ARG1~ARG1~ARG1,VB,
better,B-OP,_,_,_,JJR,
.,O,_,_,_,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
overall,O,0,overall,ROOT,JJ,
i,O,2,like,ARG1,NN,
like,O,0,overall,ARG1,IN,
it,O,2,like,ARG2,PRP,
.,O,_,_,_,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
beats,O,0,beats,ROOT,VBZ,
that,O,_,_,_,DT,
sony,O,_,_,_,JJ,
f717,O,2~0~1~6,sony~beats~that~archrival,ARG1~ARG2~BV~appos,CD,f ##7 ##17
;,O,_,_,_,_,
its,O,_,_,_,PRP$,
archrival,O,5,its,poss,NN,arch ##ri ##val
.,O,_,_,_,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
i,O,2,say,ARG1,PRP,
will,O,_,_,_,_,
say,O,2,say,ROOT,VB,
this,O,2,say,ARG2,DT,
.,O,_,_,_,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
i,O,2,had,ARG1,PRP,
have,O,_,_,_,_,
had,O,5~2,with~had,ARG1~ROOT,VBD,
no,O,_,_,_,DT,
problems,O,3~2,no~had,BV~ARG2,NNS,
with,O,_,_,_,IN,
the,O,_,_,_,DT,
phone,B-ASP,5~6,with~the,ARG2~BV,NN,
.,O,_,_,_,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
on,O,_,_,_,IN,
the,O,_,_,_,DT,
positive,O,_,_,_,JJ,
side,O,2~0~1,positive~on~the,ARG1~ARG2~BV,NN,
",",O,_,_,_,_,
the,O,_,_,_,DT,
sound,B-ASP,12~5,good~the,ARG1~BV,NN,
of,O,_,_,_,_,
the,O,_,_,_,DT,
player,O,6~8,sound~the,ARG1~BV,NN,
is,O,_,_,_,_,
pretty,O,_,_,_,RB,
good,B-OP,14~0~11,once~on~pretty,ARG1~ARG1~ARG1,JJ,
",",O,_,_,_,_,
once,O,14,once,ROOT,RB,
you,O,16,have,ARG1,PRP,
have,O,14,once,ARG2,VBP,
everything,O,16~18,have~configured,ARG2~ARG2,NN,
configured,O,16,have,ARG3,VBN,
.,O,_,_,_,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
maybe,O,0,maybe,ROOT,RB,
it,O,15~3,good~good,ARG1~ARG1,PRP,
's,O,_,_,_,_,' s
good,O,0,maybe,ARG1,JJ,
for,O,_,_,_,_,
tvs,O,3~6,good~with,ARG2~ARG1,NNS,tv ##s
with,O,_,_,_,IN,
not,O,_,_,_,RB,
so,O,7,not,ARG1,RB,
good,O,8,so,comp_so,JJ,
color,O,_,_,_,NN,
settings,O,6~10~9,with~color~good,ARG2~compound~ARG1,NNS,
",",O,_,_,_,_,
but,O,_,_,_,_,
not,O,_,_,_,_,
good,O,3,good,_but_c,JJ,
for,O,_,_,_,_,
my,O,_,_,_,PRP$,
tv,O,15~21~17,good~has~my,ARG2~ARG1~poss,NN,
that,O,_,_,_,_,
already,O,_,_,_,RB,
has,O,20,already,ARG1,VBZ,
very,O,_,_,_,RB,
vibrant,O,22,very,ARG1,JJ,
pictures,O,23~21,vibrant~has,ARG1~ARG2,NNS,
.,O,_,_,_,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
i,O,1,brought,ARG1,PRP,
brought,O,3~6~1,for~in~brought,ARG1~ARG1~ROOT,VBD,
it,O,1,brought,ARG2,PRP,
for,O,_,_,_,IN,
my,O,_,_,_,PRP$,
sister,O,3~4,for~my,ARG2~poss,NN,
in,O,_,_,_,IN,
college,O,6,in,ARG2,NN,
and,O,_,_,_,_,
she,O,10,loves,ARG1,PRP,
loves,O,1,brought,_and_c,VBZ,
it,O,10,loves,ARG2,PRP,
!,O,_,_,_,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
buyer,O,_,_,_,NN,
beware,O,0~1,buyer~beware,compound~ROOT,NN,be ##ware
!,O,_,_,_,_,
sort,O,1,beware,conj,VB,
your,O,_,_,_,PRP$,
songs,O,3~4,sort~your,ARG2~poss,NNS,
and,O,_,_,_,_,
adjust,O,3~10,sort~accordingly,_and_c~ARG1,VB,
the,O,_,_,_,DT,
titles,O,7~8,adjust~the,ARG2~BV,NNS,
accordingly,O,_,_,_,RB,
(,O,_,_,_,_,
maybe,O,3,sort,conj,RB,
this,O,14,applies,ARG1,DT,
applies,O,18,too,ARG1,VBZ,
to,O,_,_,_,_,
other,O,_,_,_,JJ,
players,O,14~16,applies~other,ARG2~ARG1,NNS,
too,O,12,maybe,ARG1,RB,
",",O,_,_,_,_,
and,O,_,_,_,_,
not,O,_,_,_,_,
just,O,_,_,_,RB,
the,O,22,just,ARG1,DT,
nomad,O,3~23,sort~the,_then_c~BV,NN,no ##mad
",",O,_,_,_,_,
i,O,29,know,ARG1,PRP,
do,O,_,_,_,_,
n't,O,3,sort,conj,RB,n ' t
know,O,28,n't,neg,VB,
),O,_,_,_,_,
.,O,_,_,_,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
i,O,1~4,spent~debating,ARG1~ARG1,PRP,
spent,O,1,spent,ROOT,VBD,
much,O,_,_,_,JJ,
time,O,2~1,much~spent,ARG1~ARG2,NN,
debating,O,1,spent,ARG3,VBG,
on,O,_,_,_,_,
