TOKEN,LABEL,HEAD,HEAD_WORD,DEP_REL,POS,SUB_TOKENS
think,O,8,to,_but_c,VBP,
that,O,_,_,_,_,
I,O,17,learned,ARG1,PRP,
would,O,21,if,ARG1,MD,
have,O,_,_,_,_,
learned,O,20~15,quicker~would,ARG1~ARG1,VBN,
a,O,19,lot,mwe,DT,
lot,O,_,_,_,NN,
quicker,O,19,lot,ARG1,RBR,
if,O,12,think,ARG2,IN,
I,O,25,taken,ARG1,PRP,
would,O,21,if,ARG2,MD,
have,O,_,_,_,_,
taken,O,23,would,ARG1,VBN,
the,O,_,_,_,DT,
class,O,26~25,the~taken,BV~ARG2,NN,
.,O,_,_,_,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
I,O,1,wanted,ARG1,PRP,
wanted,O,14,that,ARG1,VBD,
something,O,1~4,wanted~had,ARG2~ARG1,NN,
that,O,_,_,_,_,
had,O,_,_,_,VBD,
a,O,_,_,_,DT,
new,B-OP,_,_,_,JJ,
Intel,B-ASP,_,_,_,NNP,
Core,I-ASP,7,Intel,compound,NNP,
processors,I-ASP,8~6~4~5,Core~new~had~a,compound~ARG1~ARG2~BV,NNS,
and,O,_,_,_,_,
HDMI,B-ASP,_,_,_,NN,hd ##mi
port,I-ASP,9~11,processors~HDMI,_and_c~compound,NN,
so,O,14,that,mwe,RB,
that,O,14,that,ROOT,IN,
we,O,17,hook,ARG1,PRP,
could,O,14,that,ARG2,MD,
hook,O,21~16,to~could,ARG1~ARG1,VB,
it,O,17,hook,ARG2,PRP,
up,O,_,_,_,_,
directly,O,_,_,_,RB,
to,O,20,directly,ARG1,TO,
our,O,_,_,_,PRP$,
TV,O,22~21,our~to,poss~ARG2,NN,
.,O,_,_,_,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
Then,O,0,Then,ROOT,RB,
",",O,_,_,_,_,
within,O,_,_,_,IN,
5,O,_,_,_,CD,
months,O,2~3,within~5,ARG2~ARG1,NNS,
",",O,_,_,_,_,
the,O,_,_,_,DT,
charger,B-ASP,8~6,crapped~the,ARG1~BV,NN,charge ##r
crapped,B-OP,2~0~10,within~Then~on,ARG1~ARG1~ARG1,VBD,crap ##ped
out,O,_,_,_,_,
on,O,_,_,_,IN,
me,O,10,on,ARG2,PRP,
.,O,_,_,_,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
Wasted,B-OP,0,Wasted,ROOT,VB,
me,O,0,Wasted,ARG3,PRP,
at,O,3,least,mwe,IN,
least,O,_,_,_,JJS,
8,O,_,_,_,CD,
hours,O,6~0~4,of~Wasted~8,ARG1~ARG2~ARG1,NNS,
of,O,_,_,_,IN,
installation,B-ASP,_,_,_,NN,
time,I-ASP,6~7,of~installation,ARG2~compound,NN,
.,O,_,_,_,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
The,O,_,_,_,DT,
speed,B-ASP,2~0,gives~The,ARG1~BV,NN,
gives,O,18~2,if~gives,ARG1~ROOT,VBZ,
you,O,2,gives,ARG3,PRP,
the,O,_,_,_,DT,
power,O,2~4,gives~the,ARG2~BV,NN,
to,O,_,_,_,_,
work,O,11~5,seamlessly~power,ARG1~ARG1,VB,
on,O,_,_,_,_,
these,O,_,_,_,DT,
projects,O,7~9,work~these,ARG2~BV,NNS,
seamlessly,B-OP,_,_,_,RB,seam ##lessly
",",O,_,_,_,_,
and,O,_,_,_,_,
multiple,O,5~15,power~at,_and_c~ARG1,JJ,
at,O,_,_,_,IN,
a,O,_,_,_,DT,
time,O,16~15,a~at,BV~ARG2,NN,
if,O,_,_,_,IN,
you,O,20,sowish,ARG1,PRP,
sowish,O,18,if,ARG2,VBP,so ##wi ##sh
.,O,_,_,_,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
so,O,0,so,ROOT,RB,
i,O,2,called,ARG1,CC,
called,O,0,so,ARG1,VBD,
technical,B-ASP,_,_,_,JJ,
support,I-ASP,2~3,called~technical,ARG2~ARG1,NN,
.,O,_,_,_,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
I,O,2,love,ARG1,PRP,
absolutely,O,_,_,_,RB,
love,B-OP,1~2,absolutely~love,ARG1~ROOT,VBP,
my,O,_,_,_,PRP$,
mac,O,2~3,love~my,ARG2~poss,NN,
!,O,_,_,_,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
I,O,1,had,ARG1,PRP,
had,O,5~4,when~months,ARG1~loc,VBD,
it,O,1,had,ARG2,PRP,
four,O,_,_,_,CD,
months,O,3,four,ARG1,NNS,
when,O,5,when,ROOT,WRB,
my,O,_,_,_,PRP$,
disc,B-ASP,_,_,_,NN,
drive,I-ASP,11~7~9~6,open~disc~refused~my,ARG1~compound~ARG1~poss,NN,
refused,B-OP,5,when,ARG2,VBD,
to,I-OP,_,_,_,_,
open,I-OP,9,refused,ARG2,VB,
.,O,_,_,_,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
Still,O,0,Still,ROOT,RB,
not,O,_,_,_,RB,
bad,O,1~3,not~for,neg~ARG1,JJ,
for,O,_,_,_,IN,
220.00,O,3,for,ARG2,CD,220 . 00
.,O,_,_,_,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
I,O,2,travel,ARG1,PRP,
now,O,_,_,_,RB,
travel,O,1~3~2,now~with~travel,ARG1~ARG1~ROOT,VBP,
with,O,_,_,_,IN,
this,O,_,_,_,DT,
laptop,O,4~3,this~with,BV~ARG2,NN,
and,O,_,_,_,_,
my,O,_,_,_,PRP$,
work,O,_,_,_,NN,
PC,O,8~7~5,work~my~laptop,compound~poss~_and_c,NN,
.,O,_,_,_,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
This,O,1,is,ARG1,DT,
is,O,1,is,ROOT,VBZ,
my,O,_,_,_,PRP$,
second,O,_,_,_,JJ,
laptop,O,1~3~2,is~second~my,ARG2~ARG1~poss,NN,
",",O,_,_,_,_,
and,O,_,_,_,_,
it,O,12,above,ARG1,PRP,
is,O,_,_,_,_,
head,O,7,it,_and_c,NN,
and,O,_,_,_,_,
shoulders,O,9,head,_and_c,NNS,
above,O,_,_,_,IN,
my,O,_,_,_,PRP$,
first,O,13~12,my~above,poss~ARG2,JJ,
.,O,_,_,_,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
Enough,O,1,said,ARG1,RB,
said,O,1,said,ROOT,VBD,
.,O,_,_,_,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
Buy,O,0,Buy,ROOT,VB,
the,O,_,_,_,DT,
separate,O,_,_,_,JJ,
RAM,B-ASP,_,_,_,NNP,
memory,I-ASP,2~0~3~1,separate~Buy~RAM~the,ARG1~ARG2~compound~BV,NN,
and,O,_,_,_,_,
you,O,8,have,ARG1,PRP,
will,O,_,_,_,_,
have,O,0,Buy,_and_c,VB,
a,O,_,_,_,DT,
rocket,O,9~8,a~have,BV~ARG2,NN,
!,O,_,_,_,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
It,O,_,_,_,_,
took,O,1,took,ROOT,VBD,
Toshiba,B-ASP,_,_,_,NNP,to ##shi ##ba
tech,I-ASP,_,_,_,NN,
support,I-ASP,2~3~1,Toshiba~tech~took,compound~compound~ARG3,NN,
4,O,_,_,_,CD,
calls,O,1~5,took~4,ARG2~ARG1,NNS,
and,O,_,_,_,_,
4,O,_,_,_,CD,
different,O,_,_,_,JJ,
techs,B-ASP,6~9~8,calls~different~4,_and_c~ARG1~ARG1,NNS,tech ##s
to,O,_,_,_,_,
correct,O,1,took,ARG1,VB,
the,O,_,_,_,DT,
problem,O,12~13,correct~the,ARG2~BV,NN,
.,O,_,_,_,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
I,O,3,informed,ARG2,PRP,
was,O,_,_,_,_,
also,O,2,also,ROOT,RB,
informed,O,2,also,ARG1,VBN,
that,O,_,_,_,_,
the,O,_,_,_,DT,
components,B-ASP,12~7~5,dirty~of~the,ARG1~ARG1~BV,NNS,
of,O,_,_,_,IN,
the,O,_,_,_,DT,
Mac,O,_,_,_,NNP,
Book,O,8~7~9,the~of~Mac,BV~ARG2~compound,NNP,
were,O,_,_,_,_,
dirty,B-OP,3,informed,ARG3,JJ,
.,O,_,_,_,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
It,O,1,is,ARG1,PRP,
is,O,1,is,ROOT,VBZ,
more,B-OP,_,_,_,JJR,
than,I-OP,_,_,_,_,
enough,I-OP,_,_,_,JJ,
computer,O,4~2,enough~more,BV~than,NN,
to,O,_,_,_,_,
keep,O,_,_,_,_,
up,O,_,_,_,_,
with,O,_,_,_,IN,
the,O,_,_,_,DT,
needs,O,10~9,the~with,BV~ARG2,NNS,
of,O,_,_,_,_,
a,O,_,_,_,DT,
high,O,_,_,_,JJ,
school,O,14,high,ARG1,NN,
student,O,15~13~11,school~a~needs,compound~BV~ARG1,NN,
.,O,_,_,_,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
do,O,_,_,_,_,
not,O,1,not,ROOT,RB,
buy,O,1,not,neg,VB,
you,O,6,disappointed,ARG1,PRP,
will,O,_,_,_,_,
be,O,_,_,_,_,
disappointed,B-OP,2,buy,ARG2,VBN,
.,O,_,_,_,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
I,O,2,bought,ARG1,PRP,
just,O,_,_,_,RB,
bought,O,1~2,just~bought,ARG1~ROOT,VBD,
the,O,_,_,_,DT,
new,O,_,_,_,JJ,
MacBook,O,_,_,_,NNP,mac ##book
Pro,O,2~5~3~4~11,bought~MacBook~the~new~model,ARG2~compound~BV~ARG1~appos,NNP,
",",O,_,_,_,_,
the,O,_,_,_,DT,
13,O,_,_,_,CD,
"""",O,_,_,_,_,
model,O,9~8,13~the,compound~BV,NN,
",",O,_,_,_,_,
and,O,_,_,_,_,
I,O,17,believe,ARG1,PRP,
ca,O,16,n't,neg,MD,
n't,O,2,bought,_and_c,VB,n ' t
believe,O,15,ca,ARG1,VB,
Apple,O,20,making,ARG1,NNP,
keeps,O,17,believe,ARG2,VBZ,
making,O,19~24,keeps~with,ARG1~ARG1,VBG,
the,O,_,_,_,DT,
same,O,_,_,_,JJ,
mistake,O,22~21~20,same~the~making,ARG1~BV~ARG2,NN,
with,O,26,to,ARG1,IN,
regard,O,26,to,mwe,NN,
to,O,_,_,_,TO,
USB,B-ASP,_,_,_,NNP,
ports,I-ASP,26~27,to~USB,ARG2~compound,NNS,
.,O,_,_,_,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
My,O,_,_,_,PRP$,
bag,O,3~0~6,got~My~lighter,ARG1~poss~ARG1,NN,
just,O,_,_,_,RB,
got,O,2~3,just~got,ARG1~ROOT,VBD,
a,O,5,little,mwe,DT,
little,O,_,_,_,RB,
lighter,B-OP,3~5,got~little,ARG2~ARG1,JJR,
.,O,_,_,_,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
Guess,O,0,Guess,ROOT,RB,
I,O,3~4,stay~away,ARG1~ARG1,PRP,
'll,O,_,_,_,_,' ll
stay,O,0,Guess,ARG1,VB,
away,O,5~3,from~stay,ARG1~ARG2,RB,
from,O,_,_,_,IN,
HP,O,5,from,ARG2,NNP,
.,O,_,_,_,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
I,O,3,satisfied,ARG1,PRP,
am,O,_,_,_,_,
totally,O,_,_,_,RB,
satisfied,B-OP,4~2~3,with~totally~satisfied,ARG1~ARG1~ROOT,VBN,
with,O,_,_,_,IN,
my,O,_,_,_,PRP$,
little,O,_,_,_,JJ,
toshie,O,6~5~4,little~my~with,ARG1~poss~ARG2,NN,to ##shi ##e
!,O,_,_,_,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
You,O,4~3,buying~regret,ARG1~ARG1,PRP,
will,O,_,_,_,_,
not,O,2,not,ROOT,RB,
regret,O,2,not,neg,VB,
buying,O,3,regret,ARG2,VBG,
such,O,6,a,mwe,PDT,
a,O,_,_,_,DT,
great,B-OP,_,_,_,JJ,
thing,O,4~9~7~6,buying~like~great~a,ARG2~ARG1~ARG1~BV,NN,
like,O,_,_,_,IN,
this,O,9,like,ARG2,DT,
!,O,_,_,_,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
The,O,_,_,_,DT,
last,O,_,_,_,JJ,
new,O,_,_,_,JJ,
mac,O,7~5~1~0~2,in~bought~last~The~new,ARG1~ARG2~ARG1~BV~ARG1,NN,
I,O,5,bought,ARG1,PRP,
bought,O,_,_,_,VBD,
was,O,_,_,_,_,
in,O,7,in,ROOT,IN,
1998,O,7,in,ARG2,CD,
.,O,_,_,_,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
It,O,3,keep,ARG1,PRP,
does,O,_,_,_,_,
not,O,2,not,ROOT,RB,
keep,O,7~2,matter~not,ARG1~neg,VB,
internet,B-ASP,_,_,_,NN,
signals,I-ASP,4~3,internet~keep,compound~ARG2,NNS,
no,O,7,matter,mwe,DT,
matter,O,_,_,_,NN,
where,O,_,_,_,WRB,
you,O,10,bring,ARG1,PRP,
bring,O,8~7,where~matter,loc~ARG2,VBP,
it,O,10,bring,ARG2,PRP,
.,O,_,_,_,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
I,O,1~21,asked~told,ARG1~ARG2,PRP,
asked,O,1,asked,ROOT,VBD,
how,O,_,_,_,WRB,
they,O,5,determine,ARG1,PRP,
would,O,1,asked,ARG2,MD,
determine,O,2~4,how~would,manner~ARG1,VB,
that,O,_,_,_,_,
since,O,5,determine,ARG2,IN,
there,O,_,_,_,_,
are,O,7,since,ARG2,VBP,
no,O,_,_,_,DT,
scratches,O,10~9,no~are,BV~ARG1,NNS,
",",O,_,_,_,_,
dents,O,11,scratches,conj,NNS,dent ##s
or,O,_,_,_,_,
other,O,_,_,_,JJ,
signs,O,15~13,other~dents,ARG1~_or_c,NNS,
of,O,_,_,_,_,
damage,O,16,signs,ARG1,NN,
and,O,_,_,_,_,
was,O,_,_,_,_,
told,O,1,asked,_and_c,VBN,
that,O,23,was,ARG1,WDT,
was,O,21,told,ARG3,VBD,
the,O,_,_,_,DT,
only,O,_,_,_,JJ,
way,O,23~24~25,was~the~only,ARG2~BV~ARG1,NN,
this,O,_,_,_,DT,
type,O,27~32,this~happen,BV~ARG1,NN,
of,O,_,_,_,_,
damage,O,28,type,ARG1,NN,
could,O,26,way,loc,MD,
happen,O,31,could,ARG1,VB,
.,O,_,_,_,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
Anyway,O,0,Anyway,ROOT,RB,
",",O,_,_,_,_,
in,O,_,_,_,IN,
early,O,_,_,_,JJ,
July,O,2~5~3,in~of~early,ARG2~ARG1~ARG1,NNP,
of,O,_,_,_,IN,
this,O,_,_,_,DT,
year,O,5~6,of~this,ARG2~BV,NN,
",",O,_,_,_,_,
the,O,_,_,_,DT,
DVD,B-ASP,_,_,_,NN,
burner,I-ASP,13~9~10,working~the~DVD,ARG1~BV~compound,NN,burn ##er
stopped,O,0~2,Anyway~in,ARG1~ARG1,VBD,
working,O,12,stopped,ARG1,VBG,
",",O,_,_,_,_,
and,O,_,_,_,_,
the,O,_,_,_,DT,
computer,O,16~18,the~stared,BV~ARG1,NN,
stared,O,19,having,subord,VBD,
having,O,12,stopped,_and_c,VBG,
issues,B-OP,21~19,with~having,ARG1~ARG2,NNS,
with,O,_,_,_,IN,
power,B-ASP,_,_,_,NN,
supply,I-ASP,22~21,power~with,compound~ARG2,NN,
.,O,_,_,_,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
But,O,0,But,ROOT,CC,
I,O,2,needed,ARG1,PRP,
needed,O,0~5,But~for,ARG2~ARG1,VBD,
a,O,_,_,_,DT,
laptop,O,2~3,needed~a,ARG2~BV,NN,
for,O,_,_,_,IN,
school,B-ASP,_,_,_,NN,
use,I-ASP,6~5,school~for,compound~ARG2,NN,
.,O,_,_,_,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
Still,O,_,_,_,RB,
under,O,0~1,Still~under,ARG1~ROOT,IN,
warrenty,B-ASP,_,_,_,NN,warren ##ty
so,O,4,called,mwe,RB,
called,O,_,_,_,VBN,
Toshiba,O,1~2~4,under~warrenty~called,ARG2~compound~ARG1,NNP,to ##shi ##ba
",",O,_,_,_,_,
no,B-OP,_,_,_,DT,
help,O,7~1~9,no~under~at,BV~ARG1~ARG1,NN,
at,O,_,_,_,IN,
all,O,9,at,ARG2,DT,
.,O,_,_,_,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
and,O,0,and,ROOT,CC,
finally,O,_,_,_,RB,
i,O,3,realized,ARG1,PRP,
realized,O,0~1,and~finally,ARG2~ARG1,VBD,
that,O,_,_,_,_,
mac,O,6,is,ARG1,NN,
is,O,3,realized,ARG2,VBZ,
the,O,_,_,_,DT,
best,B-OP,6~7,is~the,ARG2~BV,JJS,
.,O,_,_,_,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
I,O,3,like,ARG1,PRP,
did,O,_,_,_,_,
not,B-OP,2,not,ROOT,RB,
like,I-OP,2,not,neg,IN,
my,O,_,_,_,PRP$,
acer,O,3~4,like~my,ARG2~poss,NN,ace ##r
.,O,_,_,_,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
I,O,2,had,ARG1,PRP,
've,O,_,_,_,_,' ve
had,O,9~5~2,now~for~had,loc~ARG1~ROOT,VBD,
hp,O,_,_,_,NN,
desktop,O,2~3,had~hp,ARG2~compound,NN,
for,O,_,_,_,IN,
over,O,_,_,_,_,
4,O,_,_,_,CD,
yrs,O,5~7,for~4,ARG2~ARG1,NNS,y ##rs
now,O,_,_,_,RB,
and,O,_,_,_,_,
not,O,_,_,_,RB,
one,O,11,not,ARG1,CD,
days,O,14~12,goes~one,ARG1~ARG1,NNS,
goes,O,2~15,had~by,_and_c~ARG1,VBZ,
by,O,_,_,_,IN,
that,O,_,_,_,_,
i,O,21~20,buying~regret,ARG1~ARG1,PRP,
do,O,_,_,_,_,
n't,O,2,had,conj,JJ,n ' t
regret,O,19,n't,neg,NN,
buying,O,20,regret,ARG2,VBG,
it,O,21,buying,ARG2,PRP,
.,O,_,_,_,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
It,O,2,fast,ARG1,PRP,
is,O,_,_,_,_,
fast,B-OP,2,fast,ROOT,RB,
and,O,_,_,_,_,
i,O,7,had,ARG1,PRP,
have,O,_,_,_,_,
not,O,2,fast,_and_c,RB,
had,O,6,not,neg,VBD,
a,O,_,_,_,DT,
problem,O,7~10~8,had~with~a,ARG2~ARG1~BV,NN,
with,O,_,_,_,IN,
internet,B-ASP,_,_,_,NN,
connection,I-ASP,10~11,with~internet,ARG2~compound,NN,
or,O,_,_,_,_,
any,O,_,_,_,DT,
other,O,_,_,_,JJ,
problems,O,15~14~12,other~any~connection,ARG1~BV~_or_c,NNS,
.,O,_,_,_,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
After,O,_,_,_,IN,
talking,O,4~0,with~After,ARG1~ARG2,VBG,
it,O,1,talking,ARG2,PRP,
over,O,_,_,_,_,
with,O,_,_,_,IN,
the,O,_,_,_,DT,
very,O,_,_,_,RB,
knowledgeable,B-OP,6,very,ARG1,JJ,knowledge ##able
sales,B-ASP,_,_,_,NNS,
associate,I-ASP,7~8~4~5,knowledgeable~sales~with~the,ARG1~compound~ARG2~BV,NN,
",",O,_,_,_,_,
I,O,12,chose,ARG1,PRP,
chose,O,0~16~12,After~over~chose,ARG1~ARG1~ROOT,VBD,
the,O,_,_,_,DT,
MacBook,O,_,_,_,NNP,mac ##book
Pro,O,13~12~14,the~chose~MacBook,BV~ARG2~compound,NNP,
over,O,_,_,_,IN,
the,O,_,_,_,DT,
white,O,_,_,_,JJ,
MacBook,O,17~16~18,the~over~white,BV~ARG2~ARG1,NNP,mac ##book
.,O,_,_,_,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
I,O,2,owned,ARG1,PRP,
previously,O,_,_,_,RB,
owned,O,1~2,previously~owned,ARG1~ROOT,VBD,
an,O,_,_,_,DT,
HP,O,_,_,_,NNP,
desktop,O,2~4~3,owned~HP~an,ARG2~compound~BV,NN,
and,O,_,_,_,_,
a,O,_,_,_,DT,
Dell,O,_,_,_,NNP,
laptop,O,8~7~5,Dell~a~desktop,compound~BV~_and_c,NN,
.,O,_,_,_,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
I,O,2~7,purchased~love,ARG1~ARG1,PRP,
recently,O,_,_,_,RB,
purchased,O,1~2,recently~purchased,ARG1~ROOT,VBD,
the,O,_,_,_,DT,
mini,O,2~3,purchased~the,ARG2~BV,NN,
and,O,_,_,_,_,
absolutely,O,_,_,_,RB,
love,B-OP,6~2,absolutely~purchased,ARG1~_and_c,VB,
it,O,7,love,ARG2,PRP,
!,O,_,_,_,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
The,O,_,_,_,DT,
paint,B-ASP,2~0,wears~The,ARG1~BV,NN,
wears,O,4~6~2,easily~to~wears,ARG1~ARG1~ROOT,VBZ,
off,O,_,_,_,_,
easily,B-OP,_,_,_,RB,
due,O,6,to,mwe,JJ,
to,O,_,_,_,TO,
the,O,_,_,_,DT,
keyboard,B-ASP,11~7,back~the,loc~BV,NN,
being,O,_,_,_,_,
farther,B-OP,11,back,loc,RBR,
back,I-OP,_,_,_,RB,
than,O,_,_,_,_,
usual,O,10,farther,than,JJ,
.,O,_,_,_,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
The,O,_,_,_,DT,
battery,B-ASP,4~0,worked~The,ARG1~BV,NN,
has,O,_,_,_,_,
never,O,3,never,ROOT,RB,
worked,O,5~3,well~never,ARG1~ARG1,VBN,
well,B-OP,_,_,_,RB,
.,O,_,_,_,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
Toshiba,O,1~10,knows~acknowledge,ARG1~ARG1,NNP,to ##shi ##ba
knows,O,1,knows,ROOT,VBZ,
there,O,_,_,_,_,
is,O,1,knows,ARG2,VBZ,
a,O,_,_,_,DT,
manufacturing,O,_,_,_,NN,
defect,O,4~5~3,a~manufacturing~is,BV~compound~ARG1,NN,
but,O,_,_,_,_,
will,O,_,_,_,_,
not,O,1,knows,_but_c,RB,
acknowledge,O,9,not,neg,VB,
it,O,10,acknowledge,ARG2,PRP,
.,O,_,_,_,.,
_,_,_,_,_,_,_
_,_,_,_,_,_,_
It,O,1,freezes,ARG1,PRP,
freezes,B-OP,13,so,ARG1,VBZ,freeze ##s
",",O,_,_,_,_,
and,O,_,_,_,_,
it,O,6,shows,ARG1,PRP,
always,O,_,_,_,RB,
shows,O,1~5,freezes~always,_and_c~ARG1,VBZ,
that,O,_,_,_,_,
